,nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,filiere,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,capacitereservoir,productible,debitmaximal,gestionnaire,hauteurchute
4801,MICROCENTRALE DE VEYES,17W000000159217R,71670000,Les Ollières-sur-Eyrieux,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,24/11/2014,24/11/2014,09/07/2021,SSSA5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,71.0,,,71.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4802,CENTRALE D ESCOULENC,17W000000430218O,71670000,Les Ollières-sur-Eyrieux,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/07/2012,01/07/2012,01/10/2019,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,480.0,,,480.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4803,Confidentiel,17W0000000574412,71670000,Les Ollières-sur-Eyrieux,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/07/2012,01/07/2012,19/11/2019,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4819,SELVEYRA SARL,17W0000000433975,71780000,Pont-de-Labeaume,CC Ardèche des Sources et Volcans,Ardèche,Auvergne-Rhône-Alpes,17/01/2013,17/01/2013,10/11/2022,VALS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4858,Confidentiel,17W000000406491V,71910000,Rochemaure,CC Ardèche Rhône Coiron,Ardèche,Auvergne-Rhône-Alpes,18/11/2014,18/11/2014,27/10/2022,MTELI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,7416.0,,,7416.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4873,Confidentiel,17W000000419347H,72000000,Le Roux,CC de la Montagne d'Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,08/09/2022,MTPEZ,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,493.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4875,HYDROELECTRIQUE DE SOUS-ROCHE SARL,17W000000056127D,72010000,Ruoms,CC des Gorges de l'Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/01/2013,01/01/2013,28/12/2020,BARJA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,280.0,,,280.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4876,MICROCENTRALE DE RUOMS,17W000000150245U,72010000,Ruoms,CC des Gorges de l'Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,29/12/2022,L.MON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,250.0,,,270.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4896,CENTRALE DE MORDANE,17W0000004256958,,Saint-Barthélemy-le-Plain,CA Arche Agglo,Ardèche,Auvergne-Rhône-Alpes,01/01/2006,01/01/2006,20/09/2022,TAIN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3000.0,,,3000.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4940,MICROCENTRALE DE MALFONDU,17W000000056489G,72480000,Saint-Jean-Roure,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,26/03/2014,26/03/2014,20/10/2022,CHEYL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,300.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4941,Confidentiel,17W0000000577768,,Saint-Julien-du-Gua,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,21/04/2022,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,220.0,,,220.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4964,Confidentiel,17W000000434215A,72690000,Saint-Martin-de-Valamas,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,24/11/2017,24/11/2017,12/07/2021,CHEYL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,115.0,,,60.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4965,Confidentiel,17W000000429873R,72690000,Saint-Martin-de-Valamas,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,02/05/2014,02/05/2014,29/12/2022,CHEYL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,250.0,,,135.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4966,USINE DE CREZENOUX,17W000001446503I,72690000,Saint-Martin-de-Valamas,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,01/11/2022,CHEYL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4969,Confidentiel,17W000000987832H,72760000,Saint-Michel-d'Aurance,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,01/04/2017,01/04/2017,26/04/2022,CHEYL,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,380.0,,,380.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4972,Confidentiel,17W000000397663D,72760000,Saint-Michel-d'Aurance,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,26/04/2022,CHEYL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2040.0,,,2120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4988,Confidentiel,17W000000433209A,72820000,Saint-Pierre-de-Colombier,CC Ardèche des Sources et Volcans,Ardèche,Auvergne-Rhône-Alpes,01/03/2012,01/03/2012,09/07/2021,MTPEZ,BT,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,94.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4989,Confidentiel,17W000000132558B,72820000,Saint-Pierre-de-Colombier,CC Ardèche des Sources et Volcans,Ardèche,Auvergne-Rhône-Alpes,02/03/2015,02/03/2015,18/02/2022,MTPEZ,BT,Direct,Hydraulique,,,FIL DE L'EAU,,80.0,,,80.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4990,Confidentiel,17W000000433638O,72820000,Saint-Pierre-de-Colombier,CC Ardèche des Sources et Volcans,Ardèche,Auvergne-Rhône-Alpes,01/11/2013,01/11/2013,26/08/2022,MTPEZ,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,470.0,,,236.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
4999,Confidentiel,17W000000151953Z,72860000,Saint-Pierreville,CC Val Eyrieux,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,21/04/2022,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,370.0,,,370.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5015,Confidentiel,17W000000164635S,72950000,Saint-Sauveur-de-Montagut,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/1997,09/10/1997,30/09/2022,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,193.0,,,196.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5018,Confidentiel,17W000000049809F,,Saint-Sauveur-de-Montagut,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/11/2012,01/11/2012,01/01/2019,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5019,Confidentiel,17W000000414499J,72950000,Saint-Sauveur-de-Montagut,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/01/2009,01/01/2009,29/12/2022,SSSA5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,890.0,,,890.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5035,SALELH-CENTRALE HYDRAULIQUE DE SALELLES (LES)-3,17W000000011991L,73050000,Les Salelles,CC Pays des Vans en Cévennes,Ardèche,Auvergne-Rhône-Alpes,01/01/1970,,31/12/2009,SALEL,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,15200.0,,,,,3.0,En service,,,,,RTE,71.5
5038,Confidentiel,17W000001031380U,73060000,Sampzon,CC des Gorges de l'Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/1997,09/10/1997,17/10/2022,L.MON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1000.0,,,1000.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5041,Confidentiel,17W0000000466067,73080000,Sarras,CC Porte de DrômArdèche,Ardèche,Auvergne-Rhône-Alpes,08/01/2015,08/01/2015,29/12/2022,SSVAL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5072,Confidentiel,17W000001383815Y,73240104,Tournon-sur-Rhône,CA Arche Agglo,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,01/05/2022,TAIN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,499.0,,,499.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5078,Confidentiel,17W0000004324194,73300000,Vallon-Pont-d'Arc,CC des Gorges de l'Ardèche,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,10/11/2022,BARJA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1300.0,,,1200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5084,Confidentiel,17W000000251739U,73310000,Vals-les-Bains,CC du Bassin d'Aubenas,Ardèche,Auvergne-Rhône-Alpes,01/04/1999,01/04/1999,04/04/2022,,BT,Direct,Hydraulique,,,FIL DE L'EAU,,80.0,,,80.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5085,Confidentiel,17W000000987443S,73310000,Vals-les-Bains,CC du Bassin d'Aubenas,Ardèche,Auvergne-Rhône-Alpes,01/10/2012,01/10/2012,10/11/2022,VALS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,124.0,,,70.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5087,ARDECHE VOLANE,17W000000060835A,73310000,Vals-les-Bains,CC du Bassin d'Aubenas,Ardèche,Auvergne-Rhône-Alpes,09/10/1997,09/10/1997,10/11/2022,VALS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5093,CENTRALE DE MALBUISSON,17W000000292079H,73330000,Vanosc,CA Annonay Rhône Agglo,Ardèche,Auvergne-Rhône-Alpes,24/12/2013,24/12/2013,05/07/2021,BOULI,BT,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5103,Confidentiel,17W000000427858X,73370000,Vernosc-lès-Annonay,CA Annonay Rhône Agglo,Ardèche,Auvergne-Rhône-Alpes,09/10/2012,09/10/2012,28/12/2022,VERN9,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,460.0,,,460.0,,,En service,0.0,0.0,1770000.0,0.0,Enedis,888.0
5105,Confidentiel,17W0000000437458,73370000,Vernosc-lès-Annonay,CA Annonay Rhône Agglo,Ardèche,Auvergne-Rhône-Alpes,14/09/2009,14/09/2009,27/09/2021,VERN9,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,4500.0,1630000.0,0.0,Enedis,12.48
5134,BXCHAH-CENTRALE HYDRAULIQUE DE BEAUCHASTEL-3,17W000000012973I,73490102,La Voulte-sur-Rhône,CA Privas Centre Ardèche,Ardèche,Auvergne-Rhône-Alpes,01/01/1965,01/05/1990,17/06/2014,VOULT,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,800.0,,,,,1.0,En service,,,,,RTE,12.78
5148,Confidentiel,17W000000057677A,80170000,Apremont,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/11/2012,01/11/2012,21/11/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,220.0,,,241.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5161,Confidentiel,17W000000045730B,80360000,Autry,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/02/2007,01/02/2007,05/10/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,100.0,,,150.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5185,CENTRALE DE LEVREZY,17W000000044684Y,80810102,Bogny-sur-Meuse,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,01/11/2012,01/11/2012,18/10/2022,BOGNY,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,380.0,,,380.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5187,Confidentiel,17W000000408271Z,80830000,Brévilly,CC des Portes du Luxembourg,Ardennes,Grand Est,01/01/1999,01/01/1999,05/10/2022,OSNES,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,460.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5192,CENTRALE DE CARIGNAN,17W000001410465B,80900000,Carignan,CC des Portes du Luxembourg,Ardennes,Grand Est,09/10/1997,09/10/1997,30/11/2022,OSNES,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,650.0,,,499.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5199,SEFHA SARL,17W000000433313F,80980000,Champigneulle,CC de l'Argonne Ardennaise,Ardennes,Grand Est,09/10/1997,09/10/1997,05/10/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,120.0,,,94.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5206,Confidentiel,17W000000052218U,81050502,Charleville-Mézières,CA Ardenne Métropole,Ardennes,Grand Est,01/06/2003,01/06/2003,05/10/2022,MOHON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,750.0,,,540.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5214,Confidentiel,17W000000421881V,81090000,Chatel-Chéhéry,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/01/1945,01/01/1945,04/03/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,550.0,,,550.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5230,CENTRALE HYDROELEC DE CORNAY-FLEVILLE,17W000000424916N,81310000,Cornay,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/11/2012,01/11/2012,18/10/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,450.0,,,425.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5233,Confidentiel,17W0000000450116,81420000,Donchery,CA Ardenne Métropole,Ardennes,Grand Est,09/10/2012,09/10/2012,05/10/2022,FLOIN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,510.0,,,510.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5258,Confidentiel,17W000000081396U,81850101,Fumay,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,01/11/2012,01/11/2012,05/10/2022,HAYBE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,220.0,,,220.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5259,Confidentiel,17W000000439992D,81850101,Fumay,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,15/10/2017,15/10/2017,17/10/2022,HAYBE,HTA,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,1150.0,,,1150.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5261,BARRAGE HYDRAULIQUE DE GIVET,17W000000041124D,81900103,Givet,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,01/02/2016,01/02/2016,18/10/2022,GIVET,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1150.0,,,1150.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5274,BARRAGE HYDRAULIQUE DE HAM,17W000000076988N,82070000,Ham-sur-Meuse,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,01/02/2017,01/02/2017,17/10/2022,GIVET,HTA,Direct,Hydraulique,,,POMPAGE TURBINAGE,,900.0,,,900.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5308,REVI5H-CENTRALE HYDRAULIQUE DE REVIN-7,17W0000000126602,82840000,Les Mazures,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,01/01/1976,,03/01/2016,REVI5,400 kV,DIRECT,Hydraulique,,,POMPAGE TURBINAGE,,808000.0,,720000.0,,,5.0,En service,,,,,RTE,246.75
5322,CENTRALE DE PHADE,17W000000412177E,83020000,Monthermé,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,09/10/1997,09/10/1997,30/11/2022,BOGNY,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,509.0,,,509.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5323,EXPLOITATION DE CHUTES HYDRAULIQUES,17W000000148457I,83020000,Monthermé,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,09/10/1997,09/10/1997,18/10/2022,BOGNY,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,130.0,,,165.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5370,CENTRALE DE RETHEL,17W000000051504Y,83620102,Rethel,CC du Pays Rethélois,Ardennes,Grand Est,01/01/1959,01/01/1959,01/08/2017,RETHE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5371,BAMEO,17W0000001488645,83630102,Revin,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,09/10/1997,09/10/1997,01/08/2017,REVIN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2500.0,,,2550.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5377,EDF DPIH SAINT-NICOLAS,17W000000077816A,83670000,Rocroi,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,01/01/2006,01/01/2006,05/10/2022,REVIN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1170.0,,,1200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5397,Confidentiel,17W0000014347565,83830000,Saint-Juvin,CC de l'Argonne Ardennaise,Ardennes,Grand Est,27/03/2017,27/03/2017,30/11/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,135.0,,,135.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5434,CENTRALE DE SENUC,17W000000423600I,84120000,Senuc,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/11/2012,01/11/2012,05/10/2022,FLEVI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,70.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5489,Confidentiel,17W000000042708J,84860000,Vireux-Molhain,"CC Ardenne, Rives de Meuse",Ardennes,Grand Est,09/10/1997,09/10/1997,08/03/2022,VIREU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,145.0,,,130.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5495,Confidentiel,17W000001410373G,84900102,Vouziers,CC de l'Argonne Ardennaise,Ardennes,Grand Est,16/12/2011,16/12/2011,01/05/2022,VOUZI,BT,Direct,Hydraulique,,,FIL DE L'EAU,,75.0,,,60.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5505,CENTRALE HYDROELECTRIQUE D ALBIES,17W000000439956H,90040000,Albiès,CC de la Haute Ariège,Ariège,Occitanie,20/10/2017,20/10/2017,23/03/2022,TEICH,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5506,Confidentiel,17W000000965896D,90050000,Aleu,CC Couserans-Pyrénées,Ariège,Occitanie,06/05/2020,06/05/2020,06/05/2020,SEIX,BT,Direct,Hydraulique,,,FIL DE L'EAU,,55.0,,,55.0,,,En service,0.0,0.0,325.0,0.0,Enedis,3.0
5508,CENTRALE D'ARGEIN,17W0000013923384,90140000,Argein,CC Couserans-Pyrénées,Ariège,Occitanie,13/08/2014,13/08/2014,06/05/2022,LEDAR,BT,Direct,Hydraulique,,,FIL DE L'EAU,,125.0,,,90.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5514,Confidentiel,17W000000914068B,90150000,Arignac,CC du Pays de Tarascon,Ariège,Occitanie,14/05/2019,14/05/2019,23/03/2022,TARAS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,499.0,,,499.0,,,En service,0.0,0.0,1300.0,0.0,Enedis,29.9
5528,LAPARH-CENTRALE HYDRAULIQUE DE LAPARAN-6,17W000000012556Y,90240000,Aston,CC de la Haute Ariège,Ariège,Occitanie,01/01/1983,,31/12/2009,LAPAR,225 kV,DIRECT,Hydraulique,,,LAC,,43800.0,,,,,1.0,En service,,,,,RTE,456.5
5529,ASTONH-CENTRALE HYDRAULIQUE DE ASTON-6,17W000000012699C,90240000,Aston,CC de la Haute Ariège,Ariège,Occitanie,01/01/1951,,17/12/2014,ASTON,225 kV,DIRECT,Hydraulique,,,ECLUSEE,,104000.0,,,,,4.0,En service,,,,,RTE,519.8
5530,Confidentiel,17W0000003246335,90260000,Audressein,CC Couserans-Pyrénées,Ariège,Occitanie,01/05/2013,01/05/2013,01/07/2015,LEDAR,BT,Direct,Hydraulique,,,POMPAGE TURBINAGE,,218.0,,,210.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5531,Confidentiel,17W000000053431P,90290000,Aulus-les-Bains,CC Couserans-Pyrénées,Ariège,Occitanie,10/10/2005,10/10/2005,18/04/2022,SEIX,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5532,PRADIH-CENTRALE HYDRAULIQUE DE PRADIERES-3,17W000000012588L,90300000,Auzat,CC de la Haute Ariège,Ariège,Occitanie,01/01/1940,01/05/1990,02/12/2020,PRADI,63 kV,DIRECT,Hydraulique,,,LAC,,35330.0,,,,,3.0,En service,,,,,RTE,655.7
5533,EDF DPIH BASSIES,17W000000048010U,90300000,Auzat,CC de la Haute Ariège,Ariège,Occitanie,24/12/2010,24/12/2010,23/03/2022,AUZAT,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3290.0,,,3290.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
5534,SOULCH-CENTRALE HYDRAULIQUE DE SOULCEM-3,17W000000012668N,90300000,Auzat,CC de la Haute Ariège,Ariège,Occitanie,01/01/1980,01/05/1990,02/12/2020,SOULC,63 kV,DIRECT,Hydraulique,,,LAC,,26600.0,,,,,1.0,En service,,,,,RTE,410.63
5535,AUZATH-CENTRALE HYDRAULIQUE DE AUZAT-3,17W000000012223O,90300000,Auzat,CC de la Haute Ariège,Ariège,Occitanie,01/01/1978,,31/12/2009,AUZAT,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,54860.0,,,,,2.0,En service,,,,,RTE,417.4
5537,TEICHH-CENTRALE HYDRAULIQUE DE TEICH (LE)-3,17W000000012279Y,90320000,Ax-les-Thermes,CC de la Haute Ariège,Ariège,Occitanie,01/01/1941,01/05/1990,27/10/2022,TEICH,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,6100.0,,,,,1.0,En service,,,,,RTE,93.8
