nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
SARL CDE AGRI,17W000001352060A,554340000,Rigny-Saint-Martin,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,01/10/2020,01/10/2020,05/10/2022,,HTA,Direct,,,COGENERATION A VAPEUR,,499.0,,,En service,Enedis
Confidentiel,17W000000384985C,555620000,Villers-le-Sec,CC des Portes de Meuse,Meuse,Grand Est,07/09/2016,07/09/2016,16/09/2019,L.BAR,BT,Direct,,,,,150.0,150.0,,En service,Enedis
Confidentiel,17W000001030194W,555670000,Ville-sur-Cousances,CC Val de Meuse - Voie Sacrée,Meuse,Grand Est,20/04/2021,20/04/2021,05/10/2022,BXZEE,HTA,Direct,,,COGENERATION A VAPEUR,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000378836F,555800000,Wavrille,CC de Damvillers Spincourt,Meuse,Grand Est,13/01/2017,13/01/2017,30/11/2022,SOMBU,HTA,Direct,,,AUTRE,,450.0,449.0,,En service,Enedis
Confidentiel,17W000000040650Y,560040000,Arzal,CC Arc Sud Bretagne,Morbihan,Bretagne,05/11/2012,05/11/2012,15/06/2022,MARZA,HTA,Direct,,,COGENERATION A COMBUSTION,,2032.0,,,En service,Enedis
Confidentiel,17W000000961035B,560060000,Augan,CC de l'Oust à Brocéliande,Morbihan,Bretagne,25/02/2020,25/02/2020,16/06/2022,GUER,HTA,Direct,,,COGENERATION A COMBUSTION,,300.0,300.0,,En service,Enedis
Confidentiel,17W000000148922H,560240000,Bréhan,CC Pontivy Communauté,Morbihan,Bretagne,31/03/2015,31/03/2015,16/06/2022,CREDI,HTA,Direct,,,COGENERATION A COMBUSTION,,901.0,901.0,,En service,Enedis
SARL MBV,17W0000005007931,560280000,Caden,CC Questembert Communauté,Morbihan,Bretagne,05/12/2018,05/12/2018,15/06/2022,ALLAI,HTA,Direct,,,MOTEUR A PISTON,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000476220K,560700000,Guégon,CC Ploërmel Communauté,Morbihan,Bretagne,24/07/2018,24/07/2018,20/04/2021,JOSSE,BT,Direct,,,COGENERATION A COMBUSTION,,155.0,155.0,,En service,Enedis
Confidentiel,17W0000000431227,560720000,Gueltas,CC Pontivy Communauté,Morbihan,Bretagne,12/05/2011,12/05/2011,15/06/2022,CREDI,HTA,Direct,,,AUTRE,,1045.0,1050.0,,En service,Enedis
Confidentiel,17W000000973193E,560750102,Guer,CC de l'Oust à Brocéliande,Morbihan,Bretagne,28/07/2020,28/07/2020,16/06/2022,,HTA,Direct,,,COGENERATION A COMBUSTION,,400.0,250.0,,En service,Enedis
SARL METHA-NIZ,17W000000494944D,560760000,Guern,CC Pontivy Communauté,Morbihan,Bretagne,27/09/2018,27/09/2018,27/09/2018,LOCMA,BT,Direct,,,COGENERATION A COMBUSTION,,155.0,155.0,,En service,Enedis
Confidentiel,17W0000009152565,561120000,Lizio,CC de l'Oust à Brocéliande,Morbihan,Bretagne,25/04/2019,25/04/2019,01/05/2021,PLOER,BT,Direct,,,COGENERATION A VAPEUR,,160.0,160.0,,En service,Enedis
Confidentiel,17W0000000634539,561170000,Locminé,CC Centre Morbihan Communauté,Morbihan,Bretagne,17/02/2017,17/02/2017,15/06/2022,BIGNA,HTA,Direct,,,,,1600.0,1600.0,,En service,Enedis
EARL DE GUERNEQUAY,17W0000004100713,561440000,Évellys,CC Centre Morbihan Communauté,Morbihan,Bretagne,24/01/2013,24/01/2013,15/06/2022,PTIVY,HTA,Direct,,,,,570.0,570.0,,En service,Enedis
Confidentiel,17W000001372471E,561560000,Persquen,CC Roi Morvan Communauté,Morbihan,Bretagne,02/02/2022,02/02/2022,05/10/2022,LOCMA,HTA,Direct,,,COGENERATION A COMBUSTION,,313.0,250.0,,En service,Enedis
Confidentiel,17W000000043490F,561650101,Ploërmel,CC Ploërmel Communauté,Morbihan,Bretagne,30/08/2012,30/08/2012,06/12/2022,PLOER,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000003834397,561970000,Val d'Oust,CC Ploërmel Communauté,Morbihan,Bretagne,21/12/2016,21/12/2016,01/07/2022,MALE5,HTA,Direct,,,TURBINE A COMBUSTION,,723.0,499.0,,En service,Enedis
BIOWATT,17W000000049025C,561980000,Rohan,CC Pontivy Communauté,Morbihan,Bretagne,01/10/2010,01/10/2010,15/06/2022,LOUDE,HTA,Direct,,,AUTRE,,889.0,889.0,,En service,Enedis
Confidentiel,17W0000000794548,562300000,Saint-Nicolas-du-Tertre,CC de l'Oust à Brocéliande,Morbihan,Bretagne,24/08/2013,24/08/2013,15/06/2022,SSGRA,HTA,Direct,,,,,526.0,526.0,,En service,Enedis
Confidentiel,17W000000055792K,562300000,Saint-Nicolas-du-Tertre,CC de l'Oust à Brocéliande,Morbihan,Bretagne,14/10/2015,14/10/2015,15/06/2022,MALE5,HTA,Direct,,,,,935.0,935.0,,En service,Enedis
Confidentiel,17W000000492863N,562480000,Surzur,CA Golfe du Morbihan - Vannes Agglomération,Morbihan,Bretagne,18/10/2018,18/10/2018,15/06/2022,THEIX,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,,,En service,Enedis
UNITE VALORISATION ORGANIQUE VENESIS,17W000000053509E,562600114,Vannes,CA Golfe du Morbihan - Vannes Agglomération,Morbihan,Bretagne,29/06/2012,29/06/2012,15/06/2022,THEIX,HTA,Direct,,,AUTRE,,537.0,537.0,,En service,Enedis
KERSINERGIE,17W000000981082R,562610000,La Vraie-Croix,CC Questembert Communauté,Morbihan,Bretagne,15/09/2020,15/09/2020,16/06/2022,QUEST,HTA,Direct,,,COGENERATION A COMBUSTION,,1266.0,499.0,,En service,Enedis
Confidentiel,17W000001383819Q,562610000,La Vraie-Croix,CC Questembert Communauté,Morbihan,Bretagne,20/01/2012,20/01/2012,11/10/2022,QUEST,HTA,Direct,,,,,1537.0,1600.0,,En service,Enedis
GASEO ENVIRONNEMENT,17W000000067795Z,570010000,Aboncourt,CC de l'Arc Mosellan,Moselle,Grand Est,24/03/2015,24/03/2015,18/10/2022,DALST,HTA,Direct,,,COGENERATION A COMBUSTION,,800.0,800.0,,En service,Enedis
SARL METHAGRI,17W000000086544G,570170000,Amanvillers,Metz Métropole,Moselle,Grand Est,04/03/2014,04/03/2014,05/10/2022,AMANV,HTA,Direct,,,AUTRE,,1546.0,1546.0,,En service,Enedis
Confidentiel,17W000000389012D,570270000,Arraincourt,CC du District Urbain de Faulquemont,Moselle,Grand Est,20/06/2016,20/06/2016,18/10/2022,LAND5,HTA,Direct,,,,,1169.0,1169.0,,En service,Enedis
Confidentiel,17W000001031229Y,570380000,Audun-le-Tiche,CC du Pays Haut Val d'Alzette,Moselle,Grand Est,13/04/2021,13/04/2021,25/05/2022,ERROU,BT,Direct,BOIS,,COGENERATION A COMBUSTION,,100.0,100.0,,En service,Enedis
LA METHA DE NACHTWEID,17W000001321788K,570640000,Berling,CC du Pays de Phalsbourg,Moselle,Grand Est,30/06/2021,30/06/2021,27/10/2022,DRULI,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
confidentiel,17W0000009225279,570750000,Beux,CC du Sud Messin,Moselle,Grand Est,21/02/2017,23/05/2017,14/04/2022,,HTA,Direct,,,MOTEUR A PISTON,,,1564.0,,En service,réséda
Confidentiel,17W000000476095Y,570970000,Boulay-Moselle,CC Houve-Pays Boulageois,Moselle,Grand Est,25/06/2018,25/06/2018,18/10/2022,BOULA,HTA,Direct,,,,,580.0,580.0,,En service,Enedis
METHANYS,17W000000912434M,571140000,Brouviller,CC du Pays de Phalsbourg,Moselle,Grand Est,12/04/2019,12/04/2019,02/03/2022,DRULI,BT,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
Confidentiel,17W000000949308B,571500000,Condé-Northen,CC Houve-Pays Boulageois,Moselle,Grand Est,15/10/2019,15/10/2019,07/10/2021,BOULA,BT,Direct,,,,,250.0,250.0,,En service,Enedis
confidentiel,17W000000922380D,571590000,Créhange,CC du District Urbain de Faulquemont,Moselle,Grand Est,14/01/2015,26/05/2015,14/04/2022,,HTA,Direct,,,COGENERATION A COMBUSTION,,,500.0,,En service,réséda
Confidentiel,17W000000913984J,571830000,Donnelay,CC du Saulnois,Moselle,Grand Est,02/04/2019,02/04/2019,02/04/2019,DIEUZ,BT,Direct,,,COGENERATION A COMBUSTION,,210.0,210.0,,En service,Enedis
confidentiel,17W000000922166F,572190000,Flévy,CC Rives de Moselle,Moselle,Grand Est,12/11/2007,14/01/2008,14/04/2022,,HTA,Direct,,,MOTEUR A PISTON,,,300.0,,En service,réséda
BIOFELY,17W000000051704Q,572270106,Forbach,CA de Forbach Porte de France,Moselle,Grand Est,13/02/2013,13/02/2013,02/11/2022,P.SI1,HTA,Direct,BOIS,,,,6400.0,5900.0,,En service,Enedis
Confidentiel,17W000000913258B,572610000,Gros-Réderching,CC du Pays de Bitche,Moselle,Grand Est,14/03/2019,14/03/2019,02/11/2022,SARR6,HTA,Direct,,,COGENERATION A COMBUSTION,,998.0,,,En service,Enedis
Confidentiel,17W000001359925F,572610000,Gros-Réderching,CC du Pays de Bitche,Moselle,Grand Est,01/10/2020,01/10/2020,28/05/2021,SARR6,HTA,Indirect,,,COGENERATION A COMBUSTION,,1000.0,1000.0,,En service,Enedis
Confidentiel,17W000000066799W,573650000,Kirschnaumen,CC Bouzonvillois-Trois Frontières,Moselle,Grand Est,18/11/2016,18/11/2016,01/07/2020,DALST,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
METHA NRJ,17W000000914521H,573750000,Lagarde,CC du Saulnois,Moselle,Grand Est,02/04/2019,02/04/2019,02/11/2022,HERIM,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W000001446860V,574620000,Metting,CC du Pays de Phalsbourg,Moselle,Grand Est,31/03/2022,31/03/2022,31/03/2022,DRULI,BT,Direct,,,COGENERATION A COMBUSTION,,221.0,221.0,,En service,Enedis
confidentiel,17W0000009221982,574630303,Metz,Metz Métropole,Moselle,Grand Est,16/03/2012,22/11/2012,28/09/2022,,HTA,Direct,BOIS,,COGENERATION A VAPEUR,,,9500.0,,En service,réséda
confidentiel,17W000000922132W,574630303,Metz,Metz Métropole,Moselle,Grand Est,02/08/1992,01/10/1992,28/09/2022,,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,,1000.0,,En service,réséda
METHAVALOR,17W000000408068W,574840000,Morsbach,CA de Forbach Porte de France,Moselle,Grand Est,13/01/2012,13/01/2012,05/10/2022,FORBA,HTA,Direct,,,,,1740.0,1737.0,,En service,Enedis
Confidentiel,17W000000497793U,575300000,Ottonville,CC Houve-Pays Boulageois,Moselle,Grand Est,29/09/2018,29/09/2018,05/10/2022,BOULA,HTA,Indirect,,,,,530.0,530.0,,En service,Enedis
Confidentiel,17W000000957835T,576350000,Schalbach,CC Sarrebourg Moselle Sud,Moselle,Grand Est,02/12/2019,02/12/2019,30/11/2022,DRULI,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
confidentiel,17W000000919634G,576680000,Teting-sur-Nied,CC du District Urbain de Faulquemont,Moselle,Grand Est,02/05/2016,09/06/2016,14/04/2022,,HTA,Direct,,,COGENERATION A COMBUSTION,,,1500.0,,En service,réséda
Confidentiel,17W0000013834551,580070000,Annay,CC Cur de Loire,Nièvre,Bourgogne-Franche-Comté,21/04/2022,21/04/2022,21/04/2022,FORTA,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,,,En service,Enedis
Confidentiel,17W000001389042X,580070000,Annay,CC Cur de Loire,Nièvre,Bourgogne-Franche-Comté,21/04/2022,21/04/2022,21/04/2022,FORTA,HTA,Indirect,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000423702A,580960000,Devay,CC Sud Nivernais,Nièvre,Bourgogne-Franche-Comté,18/06/2012,18/06/2012,01/01/2019,CPVER,HTA,Direct,,,,,500.0,500.0,,En service,Enedis
SONIRVAL,17W000000045501Q,581170101,Fourchambault,CA de Nevers,Nièvre,Bourgogne-Franche-Comté,20/06/2002,20/06/2002,05/10/2018,GARCH,HTA,Direct,DECHETS MENAGERS,,TURBINE A COMBUSTION,,2960.0,2680.0,,En service,Enedis
Confidentiel,17W0000009732867,582300000,Saint-Aubin-des-Chaumes,CC Tannay-Brinon-Corbigny,Nièvre,Bourgogne-Franche-Comté,30/07/2020,30/07/2020,28/10/2022,AVALL,HTA,Direct,,,COGENERATION A COMBUSTION,,530.0,530.0,,En service,Enedis
Confidentiel,17W000000422184B,590640000,Bellaing,CA de la Porte du Hainaut,Nord,Hauts-de-France,03/12/2013,03/12/2013,21/06/2021,DENAI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000051752F,590840000,Blaringhem,CC de Flandre Intérieure,Nord,Hauts-de-France,01/09/2009,01/09/2009,09/07/2019,,HTA,Direct,,,COGENERATION A COMBUSTION,,3193.0,3193.0,,En service,Enedis
Confidentiel,17W000000381339L,591140000,Bruille-Saint-Amand,CA de la Porte du Hainaut,Nord,Hauts-de-France,26/04/2017,26/04/2017,24/09/2019,SSAM5,HTA,Direct,,,AUTRE,,478.0,478.0,,En service,Enedis
Confidentiel,17W000000050968Y,591660000,Curgies,CA Valenciennes Métropole,Nord,Hauts-de-France,25/03/2009,25/03/2009,01/01/2019,FAMAR,HTA,Direct,,,AUTRE,,303.0,323.0,,En service,Enedis
Confidentiel,17W000000074232E,591790101,Douchy-les-Mines,CA de la Porte du Hainaut,Nord,Hauts-de-France,01/11/2012,01/11/2012,21/04/2021,G.CAI,HTA,Direct,,,,,4000.0,4000.0,,En service,Enedis
Confidentiel,17W000000047097Y,591790102,Douchy-les-Mines,CA de la Porte du Hainaut,Nord,Hauts-de-France,13/10/2003,13/10/2003,25/05/2022,G.CAI,HTA,Direct,DECHETS MENAGERS,,AUTRE,,6370.0,6370.0,,En service,Enedis
BIOGIE CVE DE DUNKERQUE,17W000000056206H,591831303,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,09/07/2007,09/07/2007,18/05/2020,G.SYN,HTA,Direct,DECHETS MENAGERS,,AUTRE,,7150.0,5600.0,,En service,Enedis
Confidentiel,17W0000000495121,592510000,Frasnoy,CC du Pays de Mormal,Nord,Hauts-de-France,23/07/2014,23/07/2014,01/07/2015,QUES5,BT,Direct,,,AUTRE,,110.0,110.0,,En service,Enedis
SWEERTVAEGHER-MERLANT,17W000000439318C,592700000,Grand-Fayt,CC Cur de l'Avesnois,Nord,Hauts-de-France,21/11/2017,21/11/2017,01/06/2020,AULNO,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
Confidentiel,17W000000262572T,592740000,La Groise,CA du Caudrésis et du Catésis,Nord,Hauts-de-France,19/09/2017,19/09/2017,23/06/2021,CATEA,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
BILEMT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE BILEMONT,17W100P100P1180C,592790303,Halluin,Métropole Européenne de Lille,Nord,Hauts-de-France,01/04/2001,,02/01/2015,BILEM,90 kV,DIRECT,DECHETS MENAGERS,,COGENERATION A VAPEUR,,16700.0,16700.0,1.0,En service,RTE
BILEMT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE BILEMONT,17W100P100P11828,592790303,Halluin,Métropole Européenne de Lille,Nord,Hauts-de-France,01/04/2001,,02/01/2015,BILEM,90 kV,DIRECT,DECHETS MENAGERS,,COGENERATION A VAPEUR,,16700.0,16700.0,1.0,En service,RTE
AGRI METHAZEBROUCK,17W000000386996Y,592950110,Hazebrouck,CC de Flandre Intérieure,Nord,Hauts-de-France,27/06/2017,27/06/2017,12/12/2018,HAZEB,BT,Direct,,,AUTRE,,160.0,160.0,,En service,Enedis
BIOGAZ HERZEELE,17W0000001548202,593050000,Herzeele,CC des Hauts de Flandre,Nord,Hauts-de-France,27/10/2007,27/10/2007,01/02/2019,RIETV,BT,Direct,,,AUTRE,,230.0,250.0,,En service,Enedis
Confidentiel,17W0000012352711,593350000,Lecelles,CA de la Porte du Hainaut,Nord,Hauts-de-France,27/10/2020,27/10/2020,27/10/2020,SSAM5,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000004343067,593450000,Lewarde,CC Cur d'Ostrevent,Nord,Hauts-de-France,14/12/2017,14/12/2017,01/01/2019,CLOCH,HTA,Direct,,,AUTRE,,1545.0,1545.0,,En service,Enedis
Confidentiel,17W000000927480L,593470000,Liessies,CC Cur de l'Avesnois,Nord,Hauts-de-France,25/06/2019,25/06/2019,25/05/2020,FOURM,BT,Direct,,,COGENERATION A COMBUSTION,,150.0,150.0,,En service,Enedis
INDACHLOR,17W0000013141781,593590101,Loon-Plage,CU de Dunkerque,Nord,Hauts-de-France,22/06/2021,22/06/2021,22/06/2021,G.SYN,HTA,Direct,DECHETS INDUSTRIELS,,COGENERATION A VAPEUR,,1200.0,500.0,,En service,Enedis
Confidentiel,17W000000057011R,593860105,Marquette-lez-Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,23/02/2012,23/02/2012,11/05/2022,SSROC,HTA,Direct,,,AUTRE,,1250.0,1220.0,,En service,Enedis
Confidentiel,17W000000059463J,593920202,Maubeuge,CA Maubeuge Val de Sambre,Nord,Hauts-de-France,01/05/2001,01/05/2001,29/11/2022,FOYAU,HTA,Direct,DECHETS MENAGERS,,AUTRE,,6930.0,6930.0,,En service,Enedis
Confidentiel,17W000000476118B,594160000,Morbecque,CC de Flandre Intérieure,Nord,Hauts-de-France,26/07/2018,26/07/2018,29/06/2022,HAZEB,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
GAEC DE LA GOELLE,17W0000009494079,594740000,Prisches,CC Cur de l'Avesnois,Nord,Hauts-de-France,22/10/2019,22/10/2019,22/10/2019,AULNO,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
AGRI FLANDRES ENERGIE,17W0000000468035,594970000,Renescure,CC de Flandre Intérieure,Nord,Hauts-de-France,15/10/2019,15/10/2019,25/05/2020,SSOME,HTA,Direct,,,AUTRE,,2400.0,2400.0,,En service,Enedis
SARL METHALOUP,17W000001446213R,595290000,Saint-Aubin,CC Cur de l'Avesnois,Nord,Hauts-de-France,02/11/2022,02/11/2022,25/10/2022,AULNO,BT,Direct,,,COGENERATION A COMBUSTION,,80.0,80.0,,En service,Enedis
Confidentiel,17W0000001156681,595370000,Saint-Martin-sur-Écaillon,CC du Pays Solesmois,Nord,Hauts-de-France,03/08/2017,03/08/2017,01/06/2020,FAMAR,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
Confidentiel,17W0000001516718,595440101,Saint-Saulve,CA Valenciennes Métropole,Nord,Hauts-de-France,01/02/1999,01/02/1999,25/05/2022,VALEN,HTA,Direct,DECHETS MENAGERS,,AUTRE,,10700.0,10700.0,,En service,Enedis
Confidentiel,17W000000051711T,595740103,Somain,CC Cur d'Ostrevent,Nord,Hauts-de-France,19/07/2011,19/07/2011,20/03/2019,TRAIS,BT,Direct,,,AUTRE,,244.0,244.0,,En service,Enedis
Confidentiel,17W000000379702V,596280000,Volckerinckhove,CC des Hauts de Flandre,Nord,Hauts-de-France,04/07/2017,04/07/2017,20/09/2022,HOLQU,HTA,Direct,,,AUTRE,,499.0,499.0,,En service,Enedis
Confidentiel,17W0000014104588,596280000,Volckerinckhove,CC des Hauts de Flandre,Nord,Hauts-de-France,24/10/2022,24/10/2022,24/10/2022,HOLQU,HTA,Direct,,,COGENERATION A COMBUSTION,,1250.0,1250.0,,En service,Enedis
Confidentiel,17W000000409020I,596280000,Volckerinckhove,CC des Hauts de Flandre,Nord,Hauts-de-France,22/09/2016,22/09/2016,28/06/2022,HOLQU,HTA,Direct,,,AUTRE,,765.0,765.0,,En service,Enedis
GAEC DE LA DEMI-LIEUE,17W0000010173488,596330000,Wallers-en-Fagne,CC du Sud Avesnois,Nord,Hauts-de-France,23/02/2021,23/02/2021,02/05/2022,FOURM,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
VALNOR,17W000000051131A,600410000,Bailleul-sur-Thérain,CA du Beauvaisis,Oise,Hauts-de-France,01/02/2006,01/02/2006,21/12/2022,V.SEP,HTA,Direct,,,AUTRE,,1400.0,2330.0,,En service,Enedis
Confidentiel,17W0000004612327,601760401,Crépy-en-Valois,CC du Pays de Valois,Oise,Hauts-de-France,01/12/2017,01/12/2017,01/01/2019,DUVY,HTA,Direct,,,,,985.0,985.0,,En service,Enedis
Confidentiel,17W000000439937L,,Liancourt-Saint-Pierre,CC du Vexin-Thelle,Oise,Hauts-de-France,07/12/2017,07/12/2017,01/01/2019,T.CH5,HTA,Direct,,,MOTEUR A PISTON,,2234.0,2234.0,,En service,Enedis
Confidentiel,17W000001238883T,604880000,Passel,CC du Pays Noyonnais,Oise,Hauts-de-France,,01/07/2009,29/07/2022,,HTA,Indirect,,,,,2134.0,2134.0,,En service,SICAE Oise
BIONERVAL,17W0000016802553,604880000,Passel,CC du Pays Noyonnais,Oise,Hauts-de-France,01/07/2009,01/07/2009,01/07/2009,,HTA,Indirect,,,,,2134.0,2134.0,,En service,SICAE Oise
bionerval,17W0000009196744,,Passel,CC du Pays Noyonnais,Oise,Hauts-de-France,01/06/2009,01/06/2009,01/12/2020,,HTA,DIRECT,,,,,1783.0,2500.0,,En service,LASSIGNY
Confidentiel,17W000000151710O,605890000,Saint-Maximin,CA Creil Sud Oise,Oise,Hauts-de-France,01/02/2008,01/02/2008,01/01/2019,CARRI,HTA,Direct,,,TURBINE A COMBUSTION,,970.0,970.0,,En service,Enedis
Confidentiel,17W000000462602W,606680000,Verderel-lès-Sauqueuse,CA du Beauvaisis,Oise,Hauts-de-France,17/04/2018,17/04/2018,25/05/2020,BXVAI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000433315B,606710000,Versigny,CC du Pays de Valois,Oise,Hauts-de-France,17/02/2015,17/02/2015,14/03/2022,BVIL5,BT,Direct,,,AUTRE,,220.0,220.0,,En service,Enedis
MALA8T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MALADRERIE (TAG),17W100P100P1484T,606840102,Villers-Saint-Paul,CA Creil Sud Oise,Oise,Hauts-de-France,01/12/2003,,15/04/2014,MALA8,63 kV,INDIRECT,DECHETS MENAGERS,,COGENERATION A VAPEUR,,14200.0,14200.0,1.0,En service,RTE
Confidentiel,17W000000051376H,610070000,Athis-Val de Rouvre,CA Flers Agglo,Orne,Normandie,02/06/2016,02/06/2016,09/08/2022,FLERS,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
Confidentiel,17W000000913778M,610540000,Le Bosc-Renoult,CC des Vallées d'Auge et du Merlerault,Orne,Normandie,26/04/2019,26/04/2019,29/06/2022,VIMOU,HTA,Direct,,,AUTRE,,400.0,445.0,,En service,Enedis
GAEC DE LA CROISIERE,17W000000460387K,610550000,Boucé,CC Argentan Intercom,Orne,Normandie,05/10/2017,05/10/2017,05/10/2017,ARGE8,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000000557216,610750000,Ceaucé,CC Andaine - Passais,Orne,Normandie,13/01/2015,13/01/2015,03/08/2017,DOMFR,BT,Direct,,,AUTRE,,195.0,195.0,,En service,Enedis
Confidentiel,17W000000461437Q,,Champsecret,CC Domfront Tinchebray Interco,Orne,Normandie,14/03/2018,14/03/2018,01/07/2019,DOMFR,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000957646W,610950000,La Chapelle-Biche,CA Flers Agglo,Orne,Normandie,30/01/2020,30/01/2020,04/05/2021,FLERS,BT,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
Confidentiel,17W000000387114F,610960000,Rives d'Andaine,CC Andaine - Passais,Orne,Normandie,28/07/2016,28/07/2016,20/01/2021,LOISI,HTA,Indirect,,,AUTRE,,250.0,250.0,,En service,Enedis
GAEC DE LA MINERIE,17W000000503730A,610960000,Rives d'Andaine,CC Andaine - Passais,Orne,Normandie,16/01/2019,16/01/2019,29/06/2022,LOISI,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000959467M,611210000,Coulimer,CC du Pays de Mortagne au Perche,Orne,Normandie,06/02/2020,06/02/2020,06/02/2020,REINI,BT,Direct,,,COGENERATION A COMBUSTION,,104.0,104.0,,En service,Enedis
Confidentiel,17W0000009882036,611450000,Domfront en Poiraie,CC Domfront Tinchebray Interco,Orne,Normandie,09/10/2020,09/10/2020,09/10/2020,DOMFR,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GAEC DE BEAUSEJOUR- GANDELAIN,17W000000060656A,611820000,Gandelain,CU d'Alençon,Orne,Normandie,22/07/2014,22/07/2014,21/04/2021,P.PAI,HTA,Direct,,,AUTRE,,200.0,200.0,,En service,Enedis
Confidentiel,17W0000009520386,611890000,Giel-Courteilles,CC du Val d'Orne,Orne,Normandie,25/11/2019,25/11/2019,21/04/2021,THIOT,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000005019425,612110000,Juvigny Val d'Andaine,CC Andaine - Passais,Orne,Normandie,29/01/2019,29/01/2019,26/08/2019,DOMFR,BT,Indirect,,,TURBINE A COMBUSTION,,182.0,182.0,,En service,Enedis
Confidentiel,17W000000387229Z,612110000,Juvigny Val d'Andaine,CC Andaine - Passais,Orne,Normandie,08/02/2017,08/02/2017,25/01/2021,DOMFR,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000009613317,612110000,Juvigny Val d'Andaine,CC Andaine - Passais,Orne,Normandie,11/02/2020,11/02/2020,14/11/2022,DOMFR,BT,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
Confidentiel,17W000000924756L,612110000,Juvigny Val d'Andaine,CC Andaine - Passais,Orne,Normandie,12/08/2019,12/08/2019,29/06/2022,LOISI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000004241809,612300000,Longny les Villages,CC des Hauts du Perche,Orne,Normandie,11/02/2015,11/02/2015,03/01/2019,LOUPE,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001313686O,612400000,Macé,CC des Sources de l'Orne,Orne,Normandie,28/05/2021,28/05/2021,20/01/2022,,HTA,Direct,,,TURBINE A COMBUSTION,,312.5,250.0,,En service,Enedis
Confidentiel,17W000000419710O,612430000,Magny-le-Désert,CC du Pays Fertois et du Bocage Carrougien,Orne,Normandie,27/05/2015,27/05/2015,04/09/2018,LOISI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
